Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating,Waste_per_Item,Carbon_per_Item,Water_Usage_per_Item
Shein,Bangladesh,2021,456.45,23.58,9,12148.16,274.14,1114.17,73.81,68,0,16.01,93.66,4,5180,5304,-0.98,Negative,303.01,0.36,11.93,10.28,7.75,2.97,0.00244095,0.0266144,0.000600592
H&M,USA,2017,424.09,14.33,8,12422.17,191.18,294.51,147.42,51,2,27.95,145.79,15,9426,6171,-0.49,Positive,628.76,0.8,26.55,20.87,94.43,0.1,0.000694452,0.0292914,0.000450801
Zara,UK,2022,414.21,24.08,24,11256.14,116.79,1061.69,86.86,56,1,24.68,95.41,18,4964,4503,0.19,Neutral,495.61,0.88,15.92,1.51,44.92,2.16,0.00256317,0.027175,0.000281958
Shein,India,2022,686.02,20.97,14,8341.23,136.51,564.59,228.12,52,1,10.61,79.14,19,6805,6840,0.54,Neutral,987.53,0.97,51.43,47.37,75.55,4.4,0.000822994,0.0121589,0.000198988
Zara,China,2022,490.73,20.82,6,10682.62,113.32,699.14,97.1,60,0,34.16,83.4,10,676,3145,-0.71,Positive,269.56,0.97,72.96,25.02,72.42,2.88,0.00142469,0.0217688,0.000230921
"Forever 21",Indonesia,2023,216.3,22.67,13,13278.88,258.23,882.67,152.73,40,1,21.1,110.02,12,5562,4918,-0.42,Negative,563.28,0.68,18.6,30.27,48.6,2.11,0.00408077,0.061391,0.00119385
Uniqlo,Bangladesh,2021,491.12,16.12,11,10179.56,189.65,1091.36,85.76,54,0,39.38,111.53,17,999,3527,-0.94,Neutral,167.61,0.47,43.35,46.72,70.48,1.54,0.00222219,0.0207272,0.000386158
Shein,Brazil,2023,439.57,19.15,27,11307.01,299.5,811.44,72.91,45,2,14.22,132.35,11,4410,5045,-0.36,Negative,297.16,0.86,83.24,66.78,66.58,3.5,0.00184599,0.0257229,0.000681348
H&M,Turkey,2022,346.46,27.86,24,9980.38,153.55,411.89,136.01,49,0,13.96,125.83,8,6991,5643,0.75,Neutral,453.97,0.39,58.64,7.73,25.79,0.47,0.00118885,0.0288067,0.000443197
Uniqlo,Germany,2024,613.72,18.13,15,4261.45,306.64,896.77,147.88,52,1,13.86,24.76,5,5006,1428,0.29,Neutral,436.53,0.65,23.36,54.24,22.22,0.73,0.0014612,0.00694364,0.000499642
Zara,UK,2022,555.08,20.28,19,8135.58,326.75,742.96,197.88,50,0,26.95,149.55,19,160,7725,0.68,Positive,570.84,0.98,64.51,87.44,59.87,3.45,0.00133847,0.0146566,0.000588654
Zara,Brazil,2022,669.19,25.18,29,10908.92,164.65,838.52,142.8,54,2,35.13,117.29,6,754,5885,0.7,Positive,704.1,0.49,75.87,9.76,4.02,3.77,0.00125304,0.0163017,0.000246044
Zara,Vietnam,2020,694.59,19.6,24,6797.91,139.21,671.01,193.43,63,0,22.95,116.87,6,403,2212,-0.58,Positive,757.57,0.95,6.08,89.83,30.44,2.5,0.000966052,0.00978694,0.00020042
"Forever 21",Indonesia,2019,316.79,18.55,12,13210.35,266.4,1431.11,175.68,50,3,30.68,102.25,17,9456,4728,0.41,Neutral,892.33,0.85,4.02,23.59,37.42,0.91,0.00451754,0.0417007,0.000840936
Zara,Indonesia,2017,784.09,21.63,23,7575.7,228.82,667.91,161.89,55,1,36.78,135.57,3,7938,3837,0.64,Positive,731.58,0.61,52.52,72.41,1.97,3.45,0.000851828,0.00966177,0.000291829
H&M,Vietnam,2017,523.65,21.6,15,10159.12,188.15,843.98,151.86,69,0,35.37,146.99,14,8282,5552,-0.52,Positive,160.79,0.38,96.16,57.85,98.76,1.86,0.00161173,0.0194006,0.000359305
"Forever 21",India,2015,205.62,17.63,25,12996.32,270.98,1121.32,181.68,43,0,20.92,116.23,13,8203,2345,-0.14,Negative,285.38,0.98,32.88,87.64,84.32,4.76,0.00545336,0.0632055,0.00131787
"Forever 21",Germany,2018,592.83,25.62,9,12577.73,151.4,703.95,219.49,69,1,15.17,104.27,15,6309,5348,0.35,Negative,703.74,0.37,3.56,93.57,58.61,1.49,0.00118744,0.0212164,0.000255385
H&M,USA,2023,540.05,18.58,14,13010.19,145.81,929.79,178.95,55,0,28.92,221.33,10,151,2209,-0.51,Positive,603.14,0.68,30.37,89.87,59.35,1.04,0.00172167,0.0240907,0.000269994
"Forever 21",India,2015,431.26,11.93,13,13679.98,227.09,1153.84,49.19,51,0,28.3,99.81,18,7357,4374,0.94,Neutral,482.73,0.28,95.11,53.83,67.2,0.5,0.00267551,0.031721,0.000526573
Shein,China,2021,699.43,17.05,24,5942.03,195.59,375.51,144.85,46,0,35.76,113.2,18,822,5712,-0.29,Positive,629.83,0.45,80.38,88.63,24.87,4.18,0.00053688,0.00849553,0.000279642
Uniqlo,Turkey,2020,239.85,18.42,8,9974.92,258.55,916.99,152.84,56,0,24.2,117.58,4,2028,5061,0.48,Neutral,559.48,0.79,96.9,77.34,24.34,0.2,0.00382318,0.0415882,0.00107797
Uniqlo,Bangladesh,2018,590.77,18.6,16,8916.02,208.22,999.76,295.81,42,3,16.39,123.55,17,7802,2964,0.97,Positive,339.33,0.92,71.73,10.53,23.94,0.93,0.0016923,0.0150922,0.000352455
H&M,Indonesia,2020,312.71,16.59,7,10554.28,178,1075.11,121.75,69,2,19.92,149.17,3,9633,3512,-0.28,Positive,276.42,0.94,63.06,93.42,75.72,0.52,0.00343804,0.033751,0.000569217
Zara,Turkey,2016,418.62,13.11,23,8400,174.18,605.57,75.98,48,1,22,152.32,13,1976,5413,-0.12,Positive,408.09,0.23,64.06,77.3,63.81,2.94,0.00144659,0.0200659,0.000416081
Uniqlo,Germany,2020,599.02,13.85,14,10692.1,237.78,756.51,60.92,45,0,25.76,153.71,10,4987,4724,-0.38,Positive,658.65,0.21,76.08,85.08,25.7,2.04,0.00126291,0.0178493,0.000396948
H&M,Brazil,2015,993.16,19.29,11,7093.92,62.67,889.6,180.19,65,2,39.55,127.85,8,8228,927,0.53,Neutral,575.07,0.9,69.94,34.16,43.32,0.72,0.000895727,0.00714278,0.0000631016
Zara,India,2024,448.86,18.31,23,8503.68,167.75,859.54,108.81,60,1,39.48,130.53,6,5451,4603,0.75,Negative,253.79,0.71,65.78,21.32,11.68,2.08,0.00191494,0.0189451,0.000373725
H&M,China,2023,616.37,17.87,14,12705.98,153.89,880.65,175.52,45,2,10.26,157.52,15,2558,3115,-0.24,Positive,489.42,0.8,49.27,88.92,34.64,1.85,0.00142877,0.0206142,0.000249671
Zara,Turkey,2020,486.38,24.95,6,10387.5,177,603.46,120.33,54,0,30.82,83.45,9,5973,3487,0.4,Negative,579.26,0.67,53.22,76.84,75.79,3.09,0.00124072,0.0213568,0.000363913
Uniqlo,Bangladesh,2021,403.79,25.55,10,16744.5,192.84,465.62,114.26,55,1,30.92,157.59,18,7310,3589,0.03,Negative,481.95,0.54,44.3,30.23,98.66,1.36,0.00115312,0.0414683,0.000477575
Shein,UK,2020,116.26,18.66,21,10513.56,131.42,563.01,230.25,57,1,28.8,122.32,6,8676,344,-0.19,Negative,373.66,0.14,68.28,30.74,55.94,4.66,0.00484268,0.0904314,0.0011304
Zara,Turkey,2022,463.6,19.48,9,9608.27,227.68,712.83,173.22,46,3,18.52,128.26,16,4297,1679,0.83,Neutral,253.01,0.56,54.37,47.17,26.89,0.28,0.0015376,0.0207253,0.000491113
H&M,UK,2019,411.47,19.4,16,16752.81,235.52,793.62,162.64,56,1,20.3,95.87,4,9587,6858,0.83,Positive,545.16,0.87,57.98,52.03,93.07,4.66,0.00192874,0.0407145,0.000572387
Shein,Germany,2021,571.64,15.41,12,12979.26,162.58,526.73,155.09,45,0,36.73,158.34,12,231,3165,0.71,Neutral,578.26,0.93,90.2,95.21,84.21,2.97,0.000921437,0.0227053,0.00028441
"Forever 21",China,2015,463.99,6.98,13,2863.71,288.25,819.06,227.79,55,2,30.33,122.31,7,694,5080,0.02,Positive,395.93,0.6,71.24,48.45,22.46,2.69,0.00176525,0.00617192,0.000621242
H&M,Vietnam,2020,481.33,23.07,19,13735.37,250.34,817.75,166.57,48,1,33.25,128.01,13,7838,314,-0.27,Neutral,835.71,0.67,67.38,21.07,83.69,1.45,0.00169894,0.0285363,0.000520101
Zara,India,2017,444.04,13.76,28,8053.89,165.63,1061.28,177.33,67,0,26.73,145.28,15,9331,6921,-0.49,Neutral,392.25,0.54,50.12,23.92,59.01,2.22,0.00239005,0.0181378,0.000373007
Shein,Indonesia,2021,190.77,16,24,9972.83,108.89,887.46,172.44,60,0,21.8,120.69,11,8872,1026,-0.1,Negative,278.81,0.57,81.04,42.77,70.16,2.17,0.00465199,0.0522767,0.000570792
Zara,India,2023,722.58,17.65,7,6535.53,159.45,550.1,117.35,55,1,36.75,88.62,17,5267,1820,0.43,Negative,364.39,0.73,35.5,89.27,50.22,3.23,0.0007613,0.00904472,0.000220668
Zara,UK,2017,441.68,13.17,22,11756.56,99.72,874.21,113.25,57,0,37.71,94.26,10,4916,7238,-0.5,Neutral,724.92,0.2,88.38,19.93,82.24,2.07,0.00197928,0.0266178,0.000225774
"Forever 21",India,2024,244.34,25.27,26,6909.74,346.75,987.28,140.37,67,1,16.11,135.02,14,1462,975,-0.86,Neutral,160.36,0.58,16.01,0.77,42.31,0.69,0.0040406,0.0282792,0.00141913
"Forever 21",Turkey,2019,599.19,15.48,7,11176.19,91.65,879.04,63.73,53,0,26.32,139.39,4,8900,358,0.34,Neutral,794.9,0.39,50.92,67.38,58.89,2.88,0.00146705,0.0186522,0.000152956
Uniqlo,Brazil,2019,451.86,20.24,15,6798.91,192.77,592.77,140.65,64,1,37.8,140.18,6,5814,449,0.52,Positive,549.53,0.54,20.11,12.44,34.51,0.69,0.00131184,0.0150465,0.000426614
Shein,Turkey,2023,239.96,9.35,18,8498.03,194.7,1171.97,114.53,60,1,13.98,136.99,14,3611,2985,0.76,Negative,702.85,0.19,38.49,77.61,43.17,1.66,0.00488402,0.0354144,0.000811385
"Forever 21",Indonesia,2021,759.4,12.54,6,10889.65,227.03,628.09,214.11,67,1,16.16,152.2,13,9796,1952,-0.09,Positive,673.91,0.81,76.9,66.78,85.48,4.7,0.000827087,0.0143398,0.00029896
Uniqlo,India,2015,277.73,22.26,19,10210.88,200.4,686.23,154.12,49,1,24.99,132.13,6,5025,4060,0.49,Neutral,818.52,0.59,25.66,67.11,95.79,3.85,0.00247085,0.0367655,0.000721564
Shein,Bangladesh,2021,478.18,19.61,29,10118.8,271.93,618.12,180.59,48,1,15.44,62.64,12,4929,3829,-0.02,Negative,588.39,0.43,64.54,94.75,4.13,4.59,0.00129265,0.0211611,0.000568677
Uniqlo,UK,2021,684.83,22.19,13,13232.37,134.03,714.57,159.31,41,1,24.87,130.11,16,7374,7617,0.34,Positive,590.45,0.31,43.84,1.69,15.16,0.46,0.00104343,0.0193221,0.000195713
Shein,China,2023,445.67,18.82,18,9629.57,315.81,528.31,76.42,67,0,28.43,102.11,18,2892,470,0.77,Neutral,506,0.62,86.75,47.41,92.76,1.06,0.00118543,0.021607,0.000708618
Zara,Germany,2017,343.11,20.76,8,4869.47,262.23,926.52,87.86,61,1,14.11,124.01,17,5450,6494,-0.63,Negative,527.71,0.6,86.62,88.28,6.99,2.1,0.00270036,0.0141922,0.000764274
H&M,UK,2020,334.44,21.3,11,9919.02,153.7,460.56,138.94,68,3,27.91,105.09,6,1617,1583,-0.62,Neutral,514.78,0.35,64.03,46.83,85.8,1.71,0.00137711,0.0296586,0.000459574
Shein,UK,2022,443.61,21.31,26,5013.29,147.54,589.21,186.34,51,2,31.14,120.6,17,3044,5906,-0.14,Neutral,203.92,0.97,68.14,31.52,73.39,1.65,0.00132822,0.0113011,0.000332589
H&M,Germany,2023,489.43,14.65,24,14154.61,223.8,633.37,203.3,46,1,18.14,130.56,15,9535,2372,0.04,Neutral,801.19,0.35,21.03,8.78,15.57,3.84,0.0012941,0.0289206,0.000457267
Zara,Germany,2022,542.41,13.06,16,7590.46,150.75,1031.71,127.91,52,0,26.29,130.7,9,3842,2894,-0.02,Negative,947.39,0.46,79.56,76.36,13.4,0.44,0.00190209,0.013994,0.000277926
Zara,Brazil,2021,511.6,24.45,16,8896.58,238.49,686.61,179.85,49,0,17.21,150.8,11,6764,5240,-0.07,Negative,447.54,0.97,19.66,90.46,1.38,2.73,0.00134208,0.0173897,0.000466165
Shein,Turkey,2020,625.49,7.17,28,9781.53,250.28,779.86,102.68,49,4,33.54,127.55,9,8354,310,0.62,Positive,597.62,0.33,79.92,27.15,3.32,2.59,0.0012468,0.0156382,0.000400134
Uniqlo,Vietnam,2016,592.76,16.36,26,10157.37,208.61,914.56,140.97,65,2,27.21,185.54,14,3854,7373,0.59,Neutral,391.28,0.47,39.59,95.42,91.67,1.17,0.00154288,0.0171357,0.00035193
Zara,Bangladesh,2016,584.05,26.41,23,6120.97,281.2,1135.8,32.8,68,1,24.41,119.24,6,1325,5744,-0.52,Neutral,515.39,0.72,6.52,96.32,34.9,4.16,0.0019447,0.0104802,0.000481466
"Forever 21",Vietnam,2021,658.27,12.79,14,14630.62,128.88,835.03,114.17,41,1,20.08,79.04,13,1997,3586,-0.42,Positive,537.72,0.76,2.96,38.09,40.75,2.43,0.00126852,0.0222259,0.000195786
Uniqlo,China,2020,330.98,27.31,9,9274.97,220.85,1207.27,187.68,64,0,18.31,155.57,3,5036,2103,0.05,Positive,219.46,0.85,3.31,26.84,46.96,0.38,0.00364756,0.0280228,0.000667261
Zara,UK,2017,379.29,27.79,28,9835.35,196.8,636.8,256.07,49,1,37.55,160.35,3,207,2728,0.25,Negative,379.62,0.56,53.31,47.81,67.37,2.86,0.00167893,0.025931,0.000518864
Shein,Vietnam,2017,635.79,15.28,10,11391.17,129.95,771.94,250.89,54,1,22.7,153.05,18,5039,3783,-0.07,Neutral,705.53,0.91,14.96,82.6,29.13,4.04,0.00121414,0.0179166,0.000204391
Uniqlo,Bangladesh,2020,479.66,23.93,15,10411.4,284.34,1000,225.08,40,2,16.96,153.74,13,8931,3799,-0.38,Neutral,459.92,0.77,55.68,88.3,30.74,3.46,0.00208481,0.0217058,0.000592795
"Forever 21",India,2015,406.17,22.27,9,7005.92,183.87,1031.19,120.2,56,0,31.28,123.18,14,4923,1205,0.73,Negative,641.56,0.36,61.51,97.91,59.55,3.62,0.00253881,0.0172487,0.000452692
Zara,India,2021,396.45,19.57,21,11745.5,203.27,785.97,197.15,53,0,25.43,90.08,11,6174,4494,0.9,Negative,956.47,0.11,20.14,99.38,49.28,2.86,0.00198252,0.0296267,0.000512725
Uniqlo,USA,2018,399.3,17.09,15,10692.14,228.64,679.21,215.96,51,0,34.84,143.39,3,4570,4822,-0.89,Positive,554.25,0.8,61.37,6.95,50.86,0.41,0.001701,0.0267772,0.000572602
H&M,Indonesia,2019,549.63,28.39,18,11208.81,127.75,901.66,85.74,64,0,10.22,103.91,10,854,7348,-0,Neutral,298.44,0.27,55.27,40.74,39,4.05,0.00164049,0.0203934,0.000232429
Zara,China,2017,444.38,19.64,26,12841.22,189.21,987.93,160.87,56,2,24.36,102.35,17,6511,2210,-0.83,Neutral,322.42,0.15,37.43,46.38,60.91,0.03,0.00222316,0.0288969,0.000425784
Zara,UK,2021,517.92,25.95,9,8372.06,118.12,756.16,222.5,50,0,37.07,147.78,8,9361,5337,-0.4,Positive,240.57,0.14,74.43,74.61,67.07,3.22,0.00145999,0.0161648,0.000228066
Shein,India,2020,494.03,26.94,18,14366.98,176.85,428.12,136.56,68,3,33.94,99.13,16,9063,5364,-0.36,Positive,328.93,0.24,45.32,87.39,57.06,4.39,0.000866587,0.0290812,0.000357974
Shein,Germany,2016,428.86,17.83,6,9874.8,143.49,799.87,117.67,57,2,26.53,110.03,4,7277,2056,0.22,Positive,377.49,0.16,38.04,0.36,61.52,2.13,0.00186511,0.0230257,0.000334585
"Forever 21",USA,2020,442.02,16.46,7,7664.24,238.64,845.41,146.14,49,0,11.33,175.16,15,4668,5592,0.97,Negative,563.89,0.75,65.75,57.04,99.74,4.9,0.00191261,0.0173391,0.000539885
Uniqlo,Brazil,2022,165.7,29.48,12,13506.17,185.28,924.55,191.17,44,1,20.11,119.08,15,7583,3061,-0.07,Negative,971.17,0.98,67.8,40.72,2.61,2.83,0.00557966,0.0815098,0.00111817
H&M,India,2024,462.03,28.09,21,6707.98,236.36,1024.9,33.37,58,2,14.3,98.15,16,4062,1530,-0.21,Neutral,653.64,0.98,24.48,37.64,30.11,0.55,0.00221825,0.0145185,0.000511569
Zara,Bangladesh,2017,144.65,19.01,21,10147.2,264.6,869.36,99.55,46,0,28.49,89.98,19,4588,58,-0.25,Negative,622.54,0.99,30.22,27.75,86.44,0.02,0.00601009,0.07015,0.00182924
"Forever 21",Bangladesh,2017,559.67,13.43,16,12351.33,246.71,739.72,128.51,42,2,29.61,140.48,18,7803,6467,0.42,Positive,171.07,0.66,49.6,29.87,11.92,2.05,0.00132171,0.022069,0.000440813
Zara,Germany,2022,212.2,12.04,24,9710.85,141.3,873.62,276.77,59,0,32.73,160.06,12,1537,420,0.54,Negative,344.92,0.16,92.21,5.1,47.93,3.62,0.00411696,0.0457627,0.000665881
H&M,India,2016,300.87,17.49,15,10357.23,58.48,533.68,112.49,57,2,15.39,175.03,17,9073,5840,0.56,Neutral,571.62,0.68,6.06,9.57,3.79,2.28,0.00177379,0.0344243,0.00019437
H&M,USA,2017,420.18,24.64,8,12956.63,193.03,593.39,216.4,49,1,14.09,133.97,16,7415,7783,-0.26,Neutral,274.99,0.19,22.65,89.77,97.97,3.24,0.00141223,0.0308359,0.000459398
"Forever 21",Indonesia,2021,534.57,23.36,27,10057.99,241.8,856.59,107.13,46,1,23.09,96.24,5,180,2184,0.6,Positive,261.32,0.51,19.98,81.1,15.72,1.05,0.00160239,0.0188151,0.000452326
"Forever 21",China,2021,631.21,18.46,24,12192.23,124.82,1030.86,171.43,45,1,13.36,127.75,14,9426,129,0.43,Negative,442.27,0.44,67.97,71.3,93.53,0.32,0.00163315,0.0193156,0.000197747
"Forever 21",Bangladesh,2016,546.33,21.94,27,10711.76,183.31,870.37,213.31,44,0,12.19,92.39,3,779,536,0.61,Neutral,711.41,0.61,90.16,49.55,94.14,4.46,0.00159312,0.0196068,0.00033553
Shein,Indonesia,2024,605.09,20.62,17,8669.43,192.13,1118.7,182.03,49,0,25.92,110.67,4,1499,2384,-0.54,Neutral,1086.91,0.36,85.09,45.85,2.4,2.47,0.00184882,0.0143275,0.000317523
Uniqlo,Germany,2020,271.16,22.76,25,8173.25,200.47,776.32,203.14,69,1,37.23,120.1,3,8926,5797,0.5,Positive,395.03,0.28,68.76,34.93,51.18,4.67,0.00286296,0.0301418,0.000739305
"Forever 21",China,2022,500.05,17.21,19,15143.8,194.06,702.28,230.08,69,1,14.14,119.34,10,9973,5637,-0.61,Positive,516.29,0.22,93.4,14.42,20.44,1.23,0.00140442,0.0302846,0.000388081
Zara,Turkey,2015,465.68,20.84,11,7162.39,191.98,1095.25,223.55,44,1,22.72,120.24,15,4803,7852,-0.35,Positive,498.46,0.9,2.55,40.63,3.14,1.85,0.00235194,0.0153805,0.000412257
Uniqlo,Bangladesh,2021,419.62,16.46,24,12572.69,266.28,647.2,133.96,61,0,26.39,142.77,15,5073,294,0.9,Negative,277.56,0.2,33.47,31.95,15.12,4.05,0.00154235,0.0299621,0.000634574
Shein,Vietnam,2019,485.5,28.06,23,8285.19,300.36,685.77,118.23,51,0,26.35,48.6,4,6771,7109,-0.23,Negative,450.19,0.13,40.27,91.95,29.31,1.61,0.0014125,0.0170653,0.000618661
"Forever 21",USA,2019,525.2,16.83,22,12575.12,221.91,858.26,189.76,52,1,16.62,125.51,18,9708,1120,0.02,Positive,863.76,0.84,94.68,10.67,63.12,2.84,0.00163416,0.0239435,0.000422525
Shein,China,2015,544.27,22.29,9,8549.57,198.29,656.9,147.77,61,0,35.71,168.11,16,9572,3473,-0.53,Neutral,700.1,0.85,62.21,3.74,81.99,0.53,0.00120694,0.0157083,0.000364323
Uniqlo,Brazil,2021,713.29,10.39,11,10071.84,283.22,1007.18,192.72,42,0,17.42,151.16,18,9620,4435,-0.24,Negative,460.14,0.83,58.45,39.06,10.96,4.48,0.00141202,0.0141203,0.000397061
Shein,UK,2016,703.91,13.17,24,10663.73,130.94,953.74,189.46,45,0,37.02,106.75,10,7501,3147,-0.44,Neutral,728.49,0.15,68.85,7.4,20.33,0.46,0.00135492,0.0151493,0.000186018
"Forever 21",Turkey,2024,485.51,19.09,24,10639.2,156.04,735.4,191.53,66,1,37.1,93.28,16,6312,4737,-0.42,Negative,434.81,0.23,48.22,70.95,61.24,4.76,0.0015147,0.0219135,0.000321394
Zara,China,2021,536.96,21.06,27,12811.08,184.15,798.95,170.28,66,0,25.84,162.67,10,2132,4082,0.56,Neutral,889.76,0.4,47.2,79.87,4.64,0.79,0.00148791,0.0238585,0.000342949
Zara,Turkey,2016,292.03,17.38,9,8663.56,325.64,342.95,121.24,52,0,18.91,138.98,19,1193,2836,-0.25,Positive,398.04,0.56,52.81,88.87,38.06,4.54,0.00117437,0.0296667,0.00111509
"Forever 21",UK,2022,740.7,18.09,24,7054.04,192.64,572.32,204.56,49,1,23.56,120.55,17,1789,4721,0.96,Positive,497.12,0.24,53.55,96.63,15.66,0.93,0.000772675,0.00952348,0.000260078
"Forever 21",China,2016,530.22,22.09,20,4608,167.09,789.05,145.21,63,1,19.8,134.07,15,413,779,0.3,Negative,720.57,0.15,65.33,85.14,94.25,4.99,0.00148816,0.00869073,0.000315133
Shein,Turkey,2018,586.33,11.68,9,9528.24,120.77,869.59,185.89,60,0,37.29,154.8,13,5054,794,0.35,Neutral,772.35,0.91,77.49,53.97,14.87,1.74,0.00148311,0.0162506,0.000205976
Shein,USA,2024,653.31,21.15,7,9538.57,219.13,582.97,213.44,60,1,36.73,91.2,8,5697,2586,0.61,Negative,552.37,0.87,35.96,32.49,51.7,0.23,0.000892333,0.0146004,0.000335415
Zara,India,2022,449.73,21.55,12,5167.3,262.99,691.35,192.54,67,0,37.96,170.48,12,3445,3904,-0.88,Negative,431.55,0.7,78.47,98.19,37.47,0.85,0.00153726,0.0114898,0.000584773
Shein,Bangladesh,2015,433.93,24.26,27,14576.79,161.54,1080.31,99.72,46,1,10.61,105.78,19,5834,2923,0.56,Negative,841.99,0.96,58.02,68.2,33.75,1.91,0.0024896,0.0335925,0.000372272
"Forever 21",Bangladesh,2016,541.16,20.75,18,12783.89,147.56,809.47,107.72,50,0,29.05,148.18,7,969,6963,0.27,Positive,365.76,0.82,97.92,79.53,70.75,0.68,0.00149581,0.0236231,0.000272674
Zara,India,2017,586.84,23.89,17,7470.69,129.97,856.32,140.91,50,1,31.05,109.22,9,2874,875,-0.17,Neutral,448.52,0.67,91.45,3.62,24.37,0.97,0.00145921,0.0127304,0.000221474
H&M,Bangladesh,2022,80.08,20.46,24,9033.84,199.83,677.71,105.67,47,1,15.93,159.7,14,8680,474,0.2,Neutral,647.05,0.37,88.93,76.52,36.97,0.84,0.00846291,0.11281,0.00249538
Zara,Brazil,2018,249.16,15.76,23,3348.06,221.18,807.99,134.53,40,0,32.66,131.07,12,9421,4400,0.69,Negative,502.33,0.43,26.05,85.76,37.47,0.08,0.00324286,0.0134374,0.000887703
"Forever 21",China,2016,740.94,14.3,7,6431.84,176.34,909.36,142.54,68,0,16.06,118.07,7,4261,7614,-0.14,Neutral,257.45,0.21,45.68,13.33,52.33,3.67,0.00122731,0.00868065,0.000237995
Zara,Bangladesh,2015,262.76,21.66,16,7503.79,134.9,572.88,170.26,60,0,38.97,134.6,16,4151,5703,-0.14,Negative,447.95,0.51,87.93,89.59,23.87,1,0.00218024,0.0285576,0.000513396
Zara,Vietnam,2015,641.47,19.96,20,13944.22,257.61,866.86,222.87,44,3,32.45,119.97,6,4497,3060,-0.87,Negative,630.25,0.58,84.59,40.66,78.31,4.18,0.00135136,0.0217379,0.000401593
Zara,Brazil,2024,838.4,14.35,18,13817.2,262.9,1006.95,207.8,44,1,14.71,102.41,15,8479,7991,-0.67,Positive,555.5,0.41,82,38.4,60.99,2.51,0.00120104,0.0164804,0.000313573
Shein,Germany,2019,385.42,22.43,22,13439.42,247.44,957.2,92.54,67,2,19.99,143.1,18,7650,3679,-0.32,Negative,1009.91,0.61,28.5,37.8,81.56,0.9,0.00248352,0.0348695,0.000642001
Zara,Turkey,2022,463.66,17.05,20,3479.95,243.6,405.2,92.8,55,1,25.14,135.18,19,6669,4174,0.3,Negative,526.3,0.71,17.89,49.26,36.71,2.35,0.000873916,0.00750539,0.000525385
Zara,China,2022,472.53,27.01,26,8026.13,121.35,451.59,203.76,51,0,26.59,77.94,17,2306,5553,0.75,Positive,574.34,0.59,48.08,92.46,71.97,0.56,0.000955685,0.0169854,0.000256809
H&M,India,2017,576.51,17.14,16,8060.05,106.02,805.37,177.88,55,1,38.84,141.06,5,8537,6459,-0.18,Negative,767.7,0.7,63.37,38.26,61.33,4.07,0.00139697,0.0139808,0.0001839
Zara,Turkey,2015,493.14,17.81,29,16154.51,237.5,850.27,150.43,64,1,25.71,135.63,17,2198,6811,0.28,Positive,548.46,0.58,81.56,62.74,0.03,3.82,0.0017242,0.0327585,0.000481608
H&M,Vietnam,2023,509.91,28.39,11,11435.78,158.42,705.83,121.62,64,3,25.15,132.03,12,4152,4599,0.21,Positive,871,0.19,46.63,43.62,85.25,3.13,0.00138422,0.0224271,0.000310682
H&M,Indonesia,2015,567.64,20.7,9,7591.83,316.55,709.72,157.68,42,2,11.73,106.16,12,8094,6346,0.2,Negative,209.99,1,20.12,52.32,34.62,2.63,0.0012503,0.0133744,0.00055766
Uniqlo,Brazil,2023,222.26,24.09,18,15251.01,238.21,567.08,191.25,60,1,37.1,200.39,19,1673,469,-0.46,Neutral,379.1,0.23,60.61,48.92,9.6,1.98,0.00255143,0.0686179,0.00107176
Shein,Turkey,2024,695.14,20.29,23,10989.52,217.16,905.57,164.1,67,2,39.3,115.42,7,9587,104,0.88,Positive,596.54,0.61,50.14,60.54,61.63,0.85,0.00130272,0.0158091,0.000312397
Shein,Brazil,2020,427.4,29.47,9,6287.07,239.33,878.3,97.5,41,2,28.64,149.26,14,7646,5953,-0.15,Negative,638.39,0.66,34.16,2.89,39.51,4.65,0.00205498,0.01471,0.000559967
Shein,Turkey,2023,392.69,21.09,23,9423.24,154.36,1048.6,153.17,50,1,31.53,151.65,18,2822,5689,-0.61,Neutral,362.74,0.24,5.82,87.31,28.89,1.45,0.0026703,0.0239966,0.000393084
"Forever 21",Bangladesh,2020,481.8,12.76,8,14737.1,230.39,815.08,166.85,47,0,31.9,136.73,5,1580,1795,-0.09,Negative,725.99,0.34,40.82,69.21,84.59,1.78,0.00169174,0.0305876,0.000478186
Zara,Bangladesh,2018,592.96,13.45,10,9674.15,284.42,805.3,221.56,48,1,17.66,148.64,7,3936,4926,-0.6,Neutral,573.54,0.81,42.92,99.5,19.73,0.46,0.0013581,0.016315,0.000479661
Zara,Brazil,2019,408.31,23.72,24,9638.5,116.76,1011.35,221.8,44,1,31.78,169.82,16,808,6466,-0.29,Positive,470.63,0.78,32.31,78.78,67.98,2.89,0.00247692,0.0236058,0.000285959
